Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price,Main Variety,Variety Count,Variety Class
Finca Valpiedra Reserva,Bodegas Valdemar,La Rioja (España),Rioja,1998.0,Red,Tempranillo,13.5,14.0,16.7,Tempranillo,1,Pure
Marqués de Arienzo Reserva Especial,Bodegas Domecq,La Rioja (España),Rioja,1995.0,Red,"Tempranillo (75%), Graciano (25%)",13.5,14.0,49.0,Tempranillo,2,Mixed
Prado Enea Gran Reserva,Bodegas Muga,La Rioja (España),Rioja,1995.0,Red,"Tempranillo (80%), Graciano, Garnacha, Mazuelo",13.5,14.0,26.0,Tempranillo,4,Mixed
Paisajes IX,Paisajes y Viñedos,La Rioja (España),Rioja,2000.0,Red,Otras (%),13.0,13.0,12.95,Otras,1,Pure
Summa Añares Reserva,Bodegas Olarra,La Rioja (España),Rioja,1998.0,Red,Otras (%),13.0,13.0,24.42,Otras,1,Pure
Roda II (muestra),Bodegas Roda,La Rioja (España),Rioja,2000.0,Red,"Tempranillo (92%), Garnacha (5%), Graciano (3%)",14.0,13.0,18.9,Tempranillo,3,Mixed
Paisajes I,Paisajes y Viñedos,La Rioja (España),Rioja,2000.0,Red,Otras (%),13.5,13.0,15.8,Otras,1,Pure
Amaren Graciano,Bodegas Luis Cañas,La Rioja (España),Rioja,2001.0,Red,Graciano (100%),13.0,13.0,22.0,Graciano,1,Pure
Conde de Valdemar Gran Reserva,Bodegas Valdemar,La Rioja (España),Rioja,1996.0,Red,"Tempranillo (85%), Mazuelo (15%)",13.5,13.0,16.22,Tempranillo,2,Mixed
Izadi Selección,Viña Villabuena (Izadi),La Rioja (España),Rioja,2000.0,Red,Otras (%),13.0,12.5,30.0,Otras,1,Pure
Viña Tondonia Reserva,R. López de Heredia-Viña Tondonia,La Rioja (España),Rioja,1996.0,Red,"Tempranillo (75%), Garnacha (15%), Graciano, Mazuelo",12.5,12.5,18.0,Tempranillo,4,Mixed
Faustino de Autor Reserva Especial,Bodegas Faustino,La Rioja (España),Rioja,1995.0,Red,"Tempranillo, Graciano",13.0,12.0,24.51,Tempranillo,2,Mixed
Aro,Bodegas Muga,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,18.5,100.0,Tempranillo,1,Pure
Abel Mendoza Selección Personal,Abel Mendoza Monge,La Rioja (España),Rioja,2001.0,Red,Tempranillo,13.5,18.0,26.0,Tempranillo,1,Pure
La Cueva del Contador,Benjamín Romeo,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,18.0,50.0,Tempranillo,1,Pure
La Viña de Andrés Romeo,Benjamín Romeo,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,17.5,80.0,Tempranillo,1,Pure
Altos de Lanzaga,Cía. de Vinos Telmo Rodríguez,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,17.5,49.0,Tempranillo,1,Pure
Calvario,Finca Allende,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,17.5,58.0,Tempranillo,1,Pure
Hiru 3 Racimos,Bodegas Luis Cañas,La Rioja (España),Rioja,2001.0,Red,Tempranillo (100%),14.0,17.5,65.0,Tempranillo,1,Pure
Aurus,Finca Allende,La Rioja (España),Rioja,2000.0,Red,Tempranillo,14.0,17.0,95.0,Tempranillo,1,Pure
San Vicente,Señorío de San Vicente,La Rioja (España),Rioja,2000.0,Red,Tempranillo,13.5,16.5,33.0,Tempranillo,1,Pure
Contino Graciano,Viñedos del Contino,La Rioja (España),Rioja,2001.0,Red,Graciano,14.0,16.5,38.0,Graciano,1,Pure
Trasnocho (muestra),Bodegas Fernando Remírez de Ganuza,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,16.5,50.0,Tempranillo,1,Pure
El Belisario,Agrícola Labastida,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.5,16.0,46.2,Tempranillo,1,Pure
Paisajes VII,Paisajes y Viñedos,La Rioja (España),Rioja,2000.0,Red,Tempranillo,13.0,15.5,17.3,Tempranillo,1,Pure
Sierra Cantabria Colección Privada,Sierra Cantabria,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,15.5,24.0,Tempranillo,1,Pure
Aro,Bodegas Muga,La Rioja (España),Rioja,2000.0,Red,Tempranillo,14.0,15.5,100.0,Tempranillo,1,Pure
Remírez de Ganuza Reserva,Bodegas Fernando Remírez de Ganuza,La Rioja (España),Rioja,1999.0,Red,Tempranillo,14.0,15.0,30.0,Tempranillo,1,Pure
Viña Izadi Expresión,Viña Villabuena (Izadi),La Rioja (España),Rioja,1999.0,Red,"Tempranillo (90%), Otras (10%)",13.5,15.0,43.0,Tempranillo,2,Mixed
Remelluri Colección Jaime Rodríguez,Granja Ntra. Sra. de Remelluri,La Rioja (España),Rioja,2000.0,Red,"Garnacha, Tempranillo",14.0,14.5,50.0,Garnacha,2,Mixed
Roda I (muestra),Bodegas Roda,La Rioja (España),Rioja,2000.0,Red,Tempranillo (100%),14.0,14.5,31.6,Tempranillo,1,Pure
Lan Edición Limitada,Bodegas Lan,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.0,14.5,30.0,Tempranillo,1,Pure
Paisajes VIII,Paisajes y Viñedos,La Rioja (España),Rioja,2000.0,Red,Tempranillo,13.0,14.0,23.95,Tempranillo,1,Pure
Real de Asúa Reserva,Compañía Vinícola del Norte de España (Cune),La Rioja (España),Rioja,1999.0,Red,Tempranillo,13.5,14.0,50.0,Tempranillo,1,Pure
Valsacro Dioro,Familia Escudero,La Rioja (España),Rioja,2001.0,Red,"Tempranillo, Garnacha, Mazuelo",14.0,14.0,25.0,Tempranillo,3,Mixed
Finca El Bosque,Sierra Cantabria,La Rioja (España),Rioja,2001.0,Red,Tempranillo (100%),14.5,14.0,72.0,Tempranillo,1,Pure
Culmen Reserva,Bodegas Lan,La Rioja (España),Rioja,1995.0,Red,Tempranillo,13.5,14.0,55.0,Tempranillo,1,Pure
Marqués de Vargas Reserva Privada,Bodegas y Viñedos Marqués de Vargas,La Rioja (España),Rioja,1999.0,Red,"Tempranillo (60%), Otras (20%), Garnacha (10%), Mazuelo (10%)",14.0,13.5,36.0,Tempranillo,4,Mixed
Torre Muga (muestra),Bodegas Muga,La Rioja (España),Rioja,2000.0,Red,"Tempranillo (75%), Mazuelo (15%), Graciano (10%)",14.0,13.5,42.0,Tempranillo,3,Mixed
Imperial Gran Reserva,Compañía Vinícola del Norte de España (Cune),La Rioja (España),Rioja,1996.0,Red,"Tempranillo (85%), Graciano (10%), Mazuelo (5%)",13.5,13.5,24.0,Tempranillo,3,Mixed
Artadi Pagos Viejos,Artadi,La Rioja (España),Rioja,2001.0,Red,"Tempranillo (99%), Otras",13.5,13.0,61.5,Tempranillo,2,Mixed
Gramona Argent Reserva (Brut),Gramona,Vinos espumosos,Cava,1998.0,Sparkling,Otras (%),11.5,16.0,19.0,Otras,1,Pure
Huguet Gran Reserva Brut Classic (Brut),Huguet de Can Feixes,Vinos espumosos,Cava,2000.0,Sparkling,"Parellada (68%), Macabeo (18%), Pinot Noir (14%)",12.0,15.0,9.8,Parellada,3,Mixed
Ramón Nadal Giró (Extra Brut),Nadal Cava,Vinos espumosos,Cava,1997.0,Sparkling,"Macabeo, Parellada, Xarel·lo",12.0,15.0,17.75,Macabeo,3,Mixed
Torre Galimany de Segura Viudas (Brut Nature),Segura Viudas,Vinos espumosos,Cava,1998.0,Sparkling,Xarel·lo,12.5,14.0,14.0,Xarel,1,Pure
Gran Claustro (Brut Nature),Cavas del Castillo de Perelada,Vinos espumosos,Cava,2001.0,Sparkling,"Chardonnay (45%), Xarel·lo (20%), Parellada (20%), Macabeo (15%)",12.0,14.0,16.0,Chardonnay,4,Mixed
Raventós i Blanc Gran Reserva Personal (Brut Nature),Raventós i Blanc,Vinos espumosos,Cava,1998.0,Sparkling,Otras (%),12.0,14.0,18.5,Otras,1,Pure
Recaredo Brut de Brut (Brut Nature),Cavas Recaredo,Vinos espumosos,Cava,1998.0,Sparkling,"Macabeo (60%), Xarel·lo (40%)",12.0,13.5,22.0,Macabeo,2,Mixed
Agustí Torelló Mata Reserva Barrica (Brut),Agustí Torelló,Vinos espumosos,Cava,2000.0,Sparkling,Macabeo (100%),12.0,13.0,14.95,Macabeo,1,Pure
Gramona III Lustros Gran Reserva (Brut Nature),Gramona,Vinos espumosos,Cava,1998.0,Sparkling,Otras (%),11.5,13.0,16.5,Otras,1,Pure
Freixenet Cuvée D.S. 1998 (Brut),Grupo Freixenet,Vinos espumosos,Cava,1998.0,Sparkling,"Xarel·lo, Macabeo, Parellada",11.5,13.0,18.0,Xarel,3,Mixed
Gran Torelló (Brut Nature),Cavas Torelló,Vinos espumosos,Cava,1999.0,Sparkling,"Macabeo, Xarel·lo, Parellada",11.5,13.0,22.0,Macabeo,3,Mixed
Parisad Gran Reserva (Extra Brut),Can Ràfols dels Caus,Vinos espumosos,Cava,1998.0,Sparkling,Otras (%),12.5,13.0,27.0,Otras,1,Pure
Juvé & Camps Milesimé Gran Reserva (Brut),Juvé y Camps,Vinos espumosos,Cava,1998.0,Sparkling,Chardonnay,12.0,12.5,17.3,Chardonnay,1,Pure
Mestres Visol (Brut Nature),Mestres Cava,Vinos espumosos,Cava,1998.0,Sparkling,"Xarel·lo (60%), Macabeo (25%), Parellada (15%)",12.0,12.0,12.5,Xarel,3,Mixed
Pago de los Capellanes Reserva,Pago de los Capellanes,Castilla y León,Ribera del Duero,2000.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (10%)",13.5,16.0,20.88,Tinto,2,Mixed
Hacienda Monasterio Reserva,Bodegas Hacienda Monasterio,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,14.0,16.0,26.0,Tinto,1,Pure
Carmelo Rodero Gran Reserva,Bodegas Rodero,Castilla y León,Ribera del Duero,1996.0,Red,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.5,16.0,74.0,Tempranillo,2,Mixed
Viña Pedrosa Reserva (magnum),Bodegas Hnos. Pérez Pascuas,Castilla y León,Ribera del Duero,1999.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (10%)",13.0,15.0,31.0,Tinto,2,Mixed
Matarromera Gran Reserva,Bodega Matarromera,Castilla y León,Ribera del Duero,1996.0,Red,Tempranillo,13.0,15.0,67.0,Tempranillo,1,Pure
Tamaral Reserva,Bodegas y Viñedos Tamaral,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,13.5,14.0,16.0,Tinto,1,Pure
Carmelo Rodero Reserva,Bodegas Rodero,Castilla y León,Ribera del Duero,1999.0,Red,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.5,14.0,24.0,Tempranillo,2,Mixed
Ribón Reserva,Viñedos y Bodegas Ribón,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,14.0,13.5,20.0,Tinto,1,Pure
Legaris Reserva,Legaris (Grupo Codorniu),Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,13.5,13.5,21.0,Tinto,1,Pure
Viña Mayor Secreto Reserva,Hijos de Antonio Barceló (Viña Mayor),Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),13.0,13.5,45.0,Tempranillo,1,Pure
Finca Villacreces Reserva,Bodegas Hermanos Cuadrado C.B.,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,13.0,13.5,25.0,Tinto,1,Pure
Matarromera Reserva,Bodega Matarromera,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo,13.5,13.0,22.0,Tempranillo,1,Pure
Marqués de Velilla Reserva,Grandes Bodegas,Castilla y León,Ribera del Duero,1998.0,Red,Tinto Fino,13.0,13.0,18.0,Tinto,1,Pure
Barón del Valle Reserva,Bodegas y Viñedos Viña Solorca,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,13.5,12.5,15.0,Tinto,1,Pure
López Cristóbal Reserva,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,1999.0,Red,"Tinto Fino (85%), Cabernet Sauvignon (10%), Merlot (5%)",13.5,12.5,19.0,Tinto,3,Mixed
Callejo Reserva,Bodegas Félix Callejo,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,13.5,12.5,30.0,Tinto,1,Pure
Valsardo Reserva,Bodegas Valsardo,Castilla y León,Ribera del Duero,1998.0,Red,"Tempranillo (90%), Cabernet Sauvignon, Merlot",13.0,11.5,25.45,Tempranillo,3,Mixed
Pago de los Capellanes Crianza,Pago de los Capellanes,Castilla y León,Ribera del Duero,2001.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (10%)",13.5,17.0,12.18,Tinto,2,Mixed
Ribón Crianza,Viñedos y Bodegas Ribón,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),14.0,15.5,14.0,Otras,1,Pure
Jaros Crianza,Bodegas y Viñedos del Jaro,Castilla y León,Ribera del Duero,2001.0,Red,Tinto Fino (100%),13.5,15.5,16.0,Tinto,1,Pure
Mauro,Bodegas Mauro,Castilla y León,Otros Castilla y León,2001.0,Red,Otras (%),13.5,15.0,15.0,Otras,1,Pure
Viña Solorca Crianza,Bodegas y Viñedos Viña Solorca,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),14.0,14.5,12.0,Otras,1,Pure
Pago de Carraovejas Crianza,Pago de Carraovejas,Castilla y León,Ribera del Duero,2001.0,Red,"Tempranillo (75%), Cabernet Sauvignon (25%)",13.5,14.5,15.0,Tempranillo,2,Mixed
Montebaco Selección Especial,Bodegas Montebaco,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),13.5,14.5,19.7,Otras,1,Pure
Hacienda Monasterio Crianza,Bodegas Hacienda Monasterio,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),13.5,14.5,18.0,Otras,1,Pure
Martín Berdugo Crianza,Bodega y Viñedos Martín Berdugo,Castilla y León,Ribera del Duero,2001.0,Red,Tinto Fino (100%),13.0,14.0,9.0,Tinto,1,Pure
Cillar de Silos Crianza,Cillar de Silos,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),14.0,14.0,12.0,Otras,1,Pure
Conde de Siruela Élite,Bodegas Santa Eulalia,Castilla y León,Ribera del Duero,2001.0,Red,Tempranillo,13.5,13.5,22.0,Tempranillo,1,Pure
Balbás Crianza,Bodegas Balbás,Castilla y León,Ribera del Duero,2001.0,Red,"Tempranillo (90%), Cabernet Sauvignon (10%)",13.0,13.5,10.0,Tempranillo,2,Mixed
Montebaco Crianza,Bodegas Montebaco,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),13.0,13.0,10.8,Otras,1,Pure
Callejo Crianza,Bodegas Félix Callejo,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),13.5,13.0,10.0,Otras,1,Pure
Matarromera Crianza,Bodega Matarromera,Castilla y León,Ribera del Duero,2001.0,Red,Tempranillo,13.0,13.0,13.0,Tempranillo,1,Pure
Corona de Castilla Estilo,Bodegas Cerrosol,Castilla y León,Ribera del Duero,2001.0,Red,Tempranillo,13.5,13.0,5.2,Tempranillo,1,Pure
Dehesa de los Canónigos Solideo Crianza,Bodega Dehesa de los Canónigos,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),13.5,13.0,15.9,Otras,1,Pure
Pago Florentino Joven,Bodegas Arzuaga Navarro,Castilla La Mancha,Otros Castilla La Mancha,2002.0,Red,Cencibel,14.5,15.0,7.0,Cencibel,1,Pure
Alizán,Alizán Bodegas y Viñedos,Castilla y León,Otros Castilla y León,2001.0,Red,Tempranillo (100%),13.5,14.0,3.45,Tempranillo,1,Pure
Inurrieta Sur Joven,Bodega Inurrieta,Unknown,Navarra,2002.0,Red,"Garnacha (65%), Tempranillo (20%), Graciano (15%)",13.5,13.5,4.5,Garnacha,3,Mixed
Inurrieta Norte Joven,Bodega Inurrieta,Unknown,Navarra,2002.0,Red,"Merlot (60%), Cabernet Sauvignon (40%)",14.0,12.0,4.5,Merlot,2,Mixed
Albet i Noya Elnegre 25 anys,Albet i Noya,Cataluña,Penedès,1999.0,Red,"Syrah, Cabernet Sauvignon, Merlot, Tempranillo",14.0,12.0,15.3,Syrah,4,Mixed
Viña Mayor Crianza,Hijos de Antonio Barceló (Viña Mayor),Castilla y León,Ribera del Duero,2000.0,Red,Tinto Fino (100%),13.0,15.0,9.5,Tinto,1,Pure
Viña Solorca Crianza,Bodegas y Viñedos Viña Solorca,Castilla y León,Ribera del Duero,2000.0,Red,Otras (%),13.0,14.0,8.0,Otras,1,Pure
Marqués de Velilla Crianza,Grandes Bodegas,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,13.0,14.0,9.0,Tinto,1,Pure
Abadía Retuerta Selección Especial,Abadía Retuerta,Castilla y León,Otros Castilla y León,2000.0,Red,"Tempranillo (75%), Cabernet Sauvignon (20%), Merlot (5%)",13.0,14.0,12.0,Tempranillo,3,Mixed
Malleolus,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,2000.0,Red,Tinto Fino (100%),14.0,14.0,27.14,Tinto,1,Pure
Prado Rey Crianza,Real Sitio de la Ventosilla (Pradorey),Castilla y León,Ribera del Duero,2000.0,Red,"Tinto Fino (95%), Cabernet Sauvignon (3%), Merlot (2%)",13.0,13.5,12.0,Tinto,3,Mixed
Valsardo Crianza,Bodegas Valsardo,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo (100%),12.6,13.5,21.0,Tempranillo,1,Pure
Emina Crianza,Bodega Emina,Castilla y León,Ribera del Duero,2000.0,Red,Otras (%),13.0,13.0,7.2,Otras,1,Pure
Viña Carpio Crianza,Bodegas Cerrosol,Castilla y León,Ribera del Duero,1999.0,Red,Tempranillo,13.0,13.0,7.5,Tempranillo,1,Pure
Arco Viejo Crianza,Bodegas Cerrosol,Castilla y León,Ribera del Duero,1999.0,Red,Otras (%),13.0,13.0,7.5,Otras,1,Pure
Briego Crianza,Bodegas Briego Albe,Castilla y León,Ribera del Duero,2000.0,Red,Otras (%),13.5,13.0,14.0,Otras,1,Pure
López Cristóbal Crianza,Bodegas López Cristóbal,Castilla y León,Ribera del Duero,2000.0,Red,"Tinto Fino (90%), Cabernet Sauvignon (10%)",13.0,13.0,10.5,Tinto,2,Mixed
Carmelo Rodero Crianza,Bodegas Rodero,Castilla y León,Ribera del Duero,2000.0,Red,"Tempranillo (95%), Cabernet Sauvignon (5%)",13.5,13.0,14.0,Tempranillo,2,Mixed
Tamaral Selección,Bodegas y Viñedos Tamaral,Castilla y León,Ribera del Duero,2000.0,Red,Tinto Fino,13.0,13.0,7.5,Tinto,1,Pure
Corona de Castilla Élite,Bodegas Cerrosol,Castilla y León,Ribera del Duero,1998.0,Red,Tempranillo,13.5,12.5,13.5,Tempranillo,1,Pure
Tamiz Crianza,Bodegas Reyes,Castilla y León,Ribera del Duero,2000.0,Red,Tinto Fino (98%),13.5,12.0,4.36,Tinto,1,Pure
Valsotillo Crianza (Muestra),Bodegas Ismael Arroyo,Castilla y León,Ribera del Duero,2000.0,Red,Otras (%),13.0,12.0,10.61,Otras,1,Pure
Fuentespina Reserva Especial,Bodegas Fuentespina,Castilla y León,Ribera del Duero,1998.0,Red,Otras (%),14.0,12.0,22.5,Otras,1,Pure
Tinto Pesquera Janus Gran Reserva,Alejandro Fernández Tinto Pesquera,Castilla y León,Ribera del Duero,1995.0,Red,Tinto Fino,14.0,17.5,90.0,Tinto,1,Pure
Mauro Vendimia Seleccionada,Bodegas Mauro,Castilla y León,Otros Castilla y León,1999.0,Red,Tempranillo,14.0,17.0,56.0,Tempranillo,1,Pure
Terreus Pago de Cueva Baja,Bodegas Mauro,Castilla y León,Otros Castilla y León,1999.0,Red,Otras (%),14.0,17.0,90.0,Otras,1,Pure
Dominio de Atauta,Bodegas Dominio de Atauta,Castilla y León,Ribera del Duero,2001.0,Red,Tempranillo,13.5,16.5,26.5,Tempranillo,1,Pure
Aalto Crianza,Bodegas Aalto,Castilla y León,Ribera del Duero,2000.0,Red,Tempranillo,13.8,16.5,29.95,Tempranillo,1,Pure
Malleolus de Valderramiro,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,2001.0,Red,Tinto Fino (100%),14.5,16.0,75.4,Tinto,1,Pure
Hacienda Monasterio Reserva Especial,Bodegas Hacienda Monasterio,Castilla y León,Ribera del Duero,1998.0,Red,Otras (%),14.0,16.0,41.38,Otras,1,Pure
Carmelo Rodero Vendimia Seleccionada,Bodegas Rodero,Castilla y León,Ribera del Duero,2000.0,Red,"Tempranillo (97%), Cabernet Sauvignon (3%)",13.5,15.5,70.0,Tempranillo,2,Mixed
Astrales,Bodegas Los Astrales,Castilla y León,Ribera del Duero,2001.0,Red,Tinto Fino,14.0,15.0,23.0,Tinto,1,Pure
Torresilo,Cillar de Silos,Castilla y León,Ribera del Duero,2001.0,Red,Tinto Fino (100%),14.0,14.5,30.0,Tinto,1,Pure
Abadía Retuerta Pago Valdebellón,Abadía Retuerta,Castilla y León,Otros Castilla y León,1999.0,Red,Cabernet Sauvignon (100%),14.0,14.5,100.0,Cabernet,1,Pure
Matallana,Cía. de Vinos Telmo Rodríguez,Castilla y León,Ribera del Duero,2001.0,Red,Tempranillo,14.0,14.0,60.0,Tempranillo,1,Pure
Arzuaga Reserva Especial,Bodegas Arzuaga Navarro,Castilla y León,Ribera del Duero,1999.0,Red,Tinto Fino,14.0,13.0,36.0,Tinto,1,Pure
Bagús (muestra),Bodegas López Cristóbal,Castilla y León,Ribera del Duero,2001.0,Red,Otras (%),13.5,13.0,27.0,Otras,1,Pure
Solabal Crianza,Bodegas y Viñedos Solabal,La Rioja (España),Rioja,2000.0,Red,Otras (%),13.5,14.5,6.0,Otras,1,Pure
Jarrarte Crianza,Abel Mendoza Monge,La Rioja (España),Rioja,2000.0,Red,Otras (%),13.5,14.5,13.82,Otras,1,Pure
Ostatu Crianza,Bodegas Ostatu,La Rioja (España),Rioja,2000.0,Red,"Tempranillo, Graciano",13.5,14.5,8.0,Tempranillo,2,Mixed
Puelles Crianza,Jesús y Félix Puelles,La Rioja (España),Rioja,2001.0,Red,Otras (%),13.3,14.0,6.9,Otras,1,Pure
Herencia Remondo La Montesa,Bodegas Palacios Remondo,La Rioja (España),Rioja,2000.0,Red,"Tempranillo (50%), Garnacha (25%), Mazuelo (20%), Graciano (5%)",13.0,14.0,9.2,Tempranillo,4,Mixed
Conde de Valdemar Crianza,Bodegas Valdemar,La Rioja (España),Rioja,2000.0,Red,"Tempranillo (87%), Mazuelo (13%)",13.0,14.0,6.5,Tempranillo,2,Mixed
Viña Izadi Crianza,Viña Villabuena (Izadi),La Rioja (España),Rioja,2000.0,Red,Tempranillo (100%),13.0,13.5,7.0,Tempranillo,1,Pure
Viña Acedo Crianza,Bodegas La Emperatriz,La Rioja (España),Rioja,2000.0,Red,"Tempranillo (95%), Garnacha, Mazuelo",13.0,13.0,8.0,Tempranillo,3,Mixed
Muga Crianza,Bodegas Muga,La Rioja (España),Rioja,2000.0,Red,Tempranillo (70%),13.0,11.0,11.0,Tempranillo,1,Pure
Solarce Crianza,Bodegas Alicia Rojas,La Rioja (España),Rioja,2001.0,Red,Tempranillo,12.5,10.5,5.5,Tempranillo,1,Pure
Luis Cañas Crianza,Bodegas Luis Cañas,La Rioja (España),Rioja,2000.0,Red,Otras (%),13.0,10.5,7.18,Otras,1,Pure
Viñas de Gain Crianza,Artadi,La Rioja (España),Rioja,2001.0,Red,Tempranillo,13.0,15.0,12.25,Tempranillo,1,Pure
Finca Alicia Rojas Crianza,Bodegas Alicia Rojas,La Rioja (España),Rioja,2000.0,Red,"Tempranillo, Garnacha",12.5,14.5,8.2,Tempranillo,2,Mixed
Allende,Finca Allende,La Rioja (España),Rioja,2001.0,Red,Tempranillo (100%),13.5,14.5,14.0,Tempranillo,1,Pure
Dominio de Berzal Crianza,Dominio de Berzal,La Rioja (España),Rioja,2000.0,Red,Tempranillo,13.5,14.0,8.5,Tempranillo,1,Pure
El Molino de Puelles (ecológico),Jesús y Félix Puelles,La Rioja (España),Rioja,2001.0,Red,Tempranillo,13.5,14.0,13.0,Tempranillo,1,Pure
Marqués de Arienzo Crianza,Bodegas Domecq,La Rioja (España),Rioja,2000.0,Red,"Tempranillo (95%), Graciano, Mazuelo",13.0,13.0,7.5,Tempranillo,3,Mixed
Viña Berceo Crianza,Bodegas Berceo,La Rioja (España),Rioja,2000.0,Red,Otras (%),12.5,11.5,6.7,Otras,1,Pure
Borrasca Classic Crianza,Salvador Poveda,Comunidad Valenciana,Alicante,2000.0,Red,Monastrell (100%),14.5,16.5,18.0,Monastrell,1,Pure
Casta Diva Rojo y Negro Crianza,Gutiérrez de la Vega,Comunidad Valenciana,Alicante,2002.0,Red,Otras (%),13.5,15.5,8.0,Otras,1,Pure
Poveda Cabernet-Merlot Crianza,Salvador Poveda,Comunidad Valenciana,Alicante,2001.0,Red,"Cabernet Sauvignon (60%), Merlot (40%)",13.5,14.0,10.0,Cabernet,2,Mixed
Viña Ulises Cosecha Grana Crianza,Gutiérrez de la Vega,Comunidad Valenciana,Alicante,2000.0,Red,Otras (%),13.5,14.0,30.0,Otras,1,Pure
Viña Vermeta Reserva,Salvador Poveda,Comunidad Valenciana,Alicante,2000.0,Red,Monastrell,13.0,14.0,6.0,Monastrell,1,Pure
Casta Diva Cosecha Dorada,Gutiérrez de la Vega,Comunidad Valenciana,Alicante,2003.0,White,Moscatel Romano,12.0,13.5,7.0,Moscatel,1,Pure
Primitivo Quiles Monastrell Crianza,Primitivo Quiles,Comunidad Valenciana,Alicante,2001.0,Red,Monastrell,14.0,13.5,9.0,Monastrell,1,Pure
Salvador Poveda Tempranillo Crianza,Salvador Poveda,Comunidad Valenciana,Alicante,1999.0,Red,Tempranillo (100%),13.0,10.0,8.0,Tempranillo,1,Pure
Primitivo Quiles Raspay Reserva Especial,Primitivo Quiles,Comunidad Valenciana,Alicante,1999.0,Red,Monastrell,14.0,10.0,10.0,Monastrell,1,Pure
Puerta Palma Barrica,Bodegas Marcelino Díaz,Extremadura,Ribera del Guadiana,2001.0,Red,"Tempranillo (80%), Cabernet Sauvignon (15%), Graciano (5%)",13.5,14.0,5.0,Tempranillo,3,Mixed
Viña Santa Marina Cabernet Sauvignon y Syrah Barrica,Viña Santa Marina,Extremadura,Otros Extremadura,1999.0,Red,"Cabernet Sauvignon, Syrah",13.0,13.5,5.95,Cabernet,2,Mixed
Privilegio de Romale Crianza,Bodegas Romale,Extremadura,Ribera del Guadiana,2000.0,Red,Tempranillo (100%),12.5,13.5,4.0,Tempranillo,1,Pure
Viña Santa Marina Barrica,Viña Santa Marina,Extremadura,Otros Extremadura,2000.0,Red,Tempranillo,13.0,13.0,5.08,Tempranillo,1,Pure
Melithon Crianza,Dolores Morenas,Extremadura,Ribera del Guadiana,2001.0,Red,"Tempranillo (80%), Garnacha (20%)",13.0,13.0,5.0,Tempranillo,2,Mixed
J.M. Ortea Selección Tempranillo Crianza,Bodegas Martínez Payva,Extremadura,Ribera del Guadiana,2000.0,Red,Tempranillo (100%),13.5,13.0,9.0,Tempranillo,1,Pure
Attelea Joven Tempranillo,Bodegas Ruiz Torres,Extremadura,Ribera del Guadiana,2001.0,Red,Tempranillo (100%),12.5,12.5,4.0,Tempranillo,1,Pure
Equus Barrica,Viña Santa Marina,Extremadura,Otros Extremadura,2001.0,Red,"Tempranillo (85%), Cabernet Sauvignon (10%), Syrah (5%)",13.0,12.5,3.25,Tempranillo,3,Mixed
Real Provisión Crianza,Dolores Morenas,Extremadura,Ribera del Guadiana,2000.0,Red,Tempranillo (100%),13.0,12.5,6.0,Tempranillo,1,Pure
Real Provisión Tinto Barrica,Dolores Morenas,Extremadura,Ribera del Guadiana,2001.0,Red,"Tempranillo (85%), Garnacha (15%)",13.0,12.0,3.5,Tempranillo,2,Mixed
